regime,dataset_seed,T,tau,dimension,bad_coordinate,eta,radius_r,empirical_risk,population_lower_certificate,lower_scale_eta2_r2_T,certificate_to_lower_scale,suffix_norm
saturated_eta_r_sqrtT,6,128,104,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.05064549763795248,0.24999999999999994,0.20258199055180998,0.45009207208151325
saturated_eta_r_sqrtT,6,128,105,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.05095297622899616,0.24999999999999994,0.2038119049159847,0.45145629657233144
saturated_eta_r_sqrtT,6,128,106,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.05126046808523609,0.24999999999999994,0.20504187234094443,0.45281646959862737
saturated_eta_r_sqrtT,6,128,107,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.051567975015562706,0.24999999999999994,0.20627190006225088,0.4541726355264825
saturated_eta_r_sqrtT,6,128,108,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.05187549917341698,0.24999999999999994,0.20750199669366798,0.45552483959987095
saturated_eta_r_sqrtT,6,128,109,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.052183043142928,0.24999999999999994,0.20873217257171206,0.4568731283086501
saturated_eta_r_sqrtT,6,128,110,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.05249061005225213,0.24999999999999994,0.2099624402090086,0.4582175498688683
saturated_eta_r_sqrtT,6,128,111,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.052798203724691566,0.24999999999999994,0.21119281489876632,0.4595581548591936
saturated_eta_r_sqrtT,6,128,112,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.053105828883149,0.24999999999999994,0.21242331553259605,0.46089499707787707
saturated_eta_r_sqrtT,6,128,113,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.053413491431252805,0.24999999999999994,0.21365396572501127,0.46222813471686414
saturated_eta_r_sqrtT,6,128,114,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.05372119884693225,0.24999999999999994,0.21488479538772906,0.46355763200118844
saturated_eta_r_sqrtT,6,128,115,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.05402896074466782,0.24999999999999994,0.21611584297867134,0.464883561526423
saturated_eta_r_sqrtT,6,128,116,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.05433678969724171,0.24999999999999994,0.2173471587889669,0.4662060076702006
saturated_eta_r_sqrtT,6,128,117,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.05464470246836351,0.24999999999999994,0.2185788098734541,0.4675250717044749
saturated_eta_r_sqrtT,6,128,118,8193,11,0.041666666666666664,1.0606601717798212,0.0,0.05495272191763719,0.24999999999999994,0.21981088767054882,0.46884087969093424
